County/Year,Watercraft,Other/Human,Perinatal,Cold Stress,Natural,Total,Not Necropsied,Flood Gate/Canal Lock,Unrecovered/Undetermined
Okeechobee2013,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Palm Beach2013,3.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,2.0
Pinellas2013,1.0,0.0,8.0,0.0,2.0,15.0,0.0,0.0,4.0
Putnam2013,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0
Sarasota2013,1.0,0.0,7.0,0.0,13.0,24.0,0.0,0.0,3.0
Seminole2013,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
St. Johns2013,0.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,2.0
St. Lucie2013,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,5.0
Volusia2013,7.0,0.0,9.0,4.0,2.0,42.0,0.0,0.0,20.0
Wakulla2013,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
Walton2013,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TOTAL:2013,73.0,12.0,129.0,40.0,197.0,830.0,0.0,5.0,374.0
Brevard2014,3.0,0.0,31.0,7.0,3.0,85.0,0.0,0.0,41.0
Broward2014,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0
Charlotte2014,7.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,8.0
Citrus2014,4.0,1.0,2.0,1.0,1.0,12.0,0.0,0.0,3.0
Clay2014,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Collier2014,0.0,0.0,2.0,0.0,3.0,11.0,0.0,0.0,6.0
DeSoto2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Duval2014,0.0,0.0,3.0,5.0,0.0,12.0,0.0,0.0,4.0
Flagler2014,0.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,1.0
Franklin2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Glades2014,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Hendry2014,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Hernando2014,3.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0
Highlands2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hillsborough2014,2.0,2.0,3.0,0.0,2.0,15.0,0.0,0.0,6.0
Indian River2014,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0
Lake2014,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Lee2014,18.0,0.0,12.0,3.0,12.0,61.0,0.0,0.0,16.0
Levy2014,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0
Manatee2014,1.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,5.0
Marion2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Martin2014,2.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,1.0
Miami-Dade2014,5.0,1.0,1.0,0.0,0.0,13.0,0.0,1.0,5.0
Monroe2014,3.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,6.0
Okaloosa2014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Okeechobee2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Palm Beach2014,2.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0
Pasco2014,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
Pinellas2014,3.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,3.0
Putnam2014,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Santa Rosa2014,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sarasota2014,1.0,0.0,4.0,1.0,1.0,12.0,0.0,0.0,5.0
Seminole2014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
St. Johns2014,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
St. Lucie2014,2.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0
Taylor2014,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Volusia2014,4.0,3.0,14.0,1.0,1.0,29.0,0.0,0.0,6.0
Wakulla2014,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
TOTAL:2014,69.0,9.0,100.0,26.0,29.0,371.0,0.0,3.0,135.0
Brevard2015,10.0,5.0,29.0,6.0,5.0,98.0,0.0,0.0,43.0
Broward2015,1.0,0.0,1.0,2.0,1.0,13.0,0.0,1.0,7.0
Charlotte2015,8.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,6.0
Citrus2015,3.0,2.0,7.0,2.0,2.0,21.0,0.0,0.0,5.0
Clay2015,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Collier2015,2.0,0.0,2.0,1.0,1.0,12.0,0.0,0.0,6.0
DeSoto2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Duval2015,1.0,0.0,3.0,2.0,0.0,8.0,0.0,0.0,2.0
Flagler2015,0.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0
Gilchrist2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Glades2015,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
Hendry2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hernando2015,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Hillsborough2015,5.0,2.0,3.0,0.0,3.0,18.0,0.0,0.0,5.0
Indian River2015,4.0,0.0,4.0,0.0,1.0,13.0,0.0,0.0,4.0
Jefferson2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lake2015,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Lee2015,20.0,0.0,7.0,2.0,11.0,60.0,0.0,0.0,20.0
Levy2015,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Manatee2015,4.0,0.0,5.0,0.0,4.0,16.0,0.0,0.0,3.0
Marion2015,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
Martin2015,3.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,3.0
Miami-Dade2015,2.0,1.0,1.0,0.0,2.0,17.0,0.0,0.0,11.0
Monroe2015,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0
Okeechobee2015,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0
Palm Beach2015,0.0,1.0,1.0,2.0,0.0,10.0,0.0,0.0,6.0
Pasco2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pinellas2015,4.0,0.0,2.0,0.0,3.0,12.0,0.0,0.0,3.0
Putnam2015,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0
Sarasota2015,1.0,0.0,2.0,0.0,4.0,11.0,0.0,0.0,4.0
St. Johns2015,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
St. Lucie2015,1.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,2.0
Taylor2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Volusia2015,8.0,0.0,8.0,0.0,0.0,23.0,0.0,0.0,7.0
Wakulla2015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
TOTAL:2015,86.0,11.0,91.0,18.0,44.0,405.0,0.0,5.0,150.0
Bay2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Brevard2016,10.0,1.0,45.0,4.0,3.0,110.0,0.0,0.0,47.0
Broward2016,5.0,0.0,1.0,0.0,3.0,18.0,0.0,0.0,9.0
Charlotte2016,2.0,0.0,2.0,0.0,11.0,20.0,0.0,0.0,5.0
Citrus2016,3.0,0.0,6.0,1.0,3.0,16.0,0.0,0.0,3.0
Clay2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Collier2016,6.0,0.0,2.0,1.0,12.0,31.0,0.0,0.0,10.0
Duval2016,1.0,1.0,0.0,3.0,2.0,12.0,0.0,1.0,4.0
Flagler2016,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0
Glades2016,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0
Gulf2016,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hernando2016,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
Hillsborough2016,7.0,0.0,3.0,1.0,3.0,24.0,0.0,0.0,10.0
Indian River2016,1.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0
Lake2016,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Lee2016,19.0,1.0,11.0,3.0,17.0,84.0,0.0,0.0,33.0
Levy2016,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0
Manatee2016,4.0,0.0,2.0,1.0,6.0,15.0,0.0,0.0,2.0
Marion2016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Martin2016,3.0,0.0,4.0,1.0,2.0,11.0,0.0,0.0,1.0
Miami-Dade2016,4.0,1.0,1.0,0.0,0.0,14.0,0.0,1.0,7.0
Monroe2016,10.0,0.0,0.0,0.0,3.0,24.0,0.0,0.0,11.0
Okeechobee2016,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0
Orange2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Palm Beach2016,4.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,2.0
Pasco2016,1.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0
Pinellas2016,4.0,0.0,7.0,1.0,5.0,23.0,0.0,0.0,6.0
Putnam2016,3.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,4.0
Sarasota2016,2.0,0.0,6.0,0.0,8.0,20.0,0.0,0.0,4.0
Seminole2016,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
St. Johns2016,3.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0
St. Lucie2016,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
Volusia2016,12.0,0.0,11.0,1.0,3.0,33.0,0.0,0.0,6.0
TOTAL:2016,106.0,6.0,113.0,24.0,86.0,520.0,0.0,2.0,183.0
Bay2017,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Brevard2017,13.0,4.0,21.0,13.0,5.0,111.0,0.0,0.0,55.0
Broward2017,7.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,4.0
Charlotte2017,3.0,0.0,1.0,0.0,18.0,29.0,0.0,0.0,7.0
Citrus2017,7.0,3.0,9.0,0.0,4.0,25.0,0.0,0.0,2.0
Clay2017,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
Collier2017,4.0,2.0,3.0,0.0,3.0,18.0,0.0,0.0,6.0
DeSoto2017,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Dixie2017,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Duval2017,6.0,0.0,5.0,4.0,1.0,19.0,0.0,0.0,3.0
Flagler2017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Glades2017,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
Hernando2017,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hillsborough2017,5.0,0.0,8.0,0.0,5.0,24.0,0.0,0.0,6.0
Indian River2017,2.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0,7.0
Lee2017,16.0,1.0,24.0,2.0,21.0,78.0,0.0,0.0,14.0
Levy2017,0.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0
Manatee2017,5.0,0.0,5.0,0.0,7.0,20.0,0.0,0.0,3.0
Marion2017,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Martin2017,2.0,1.0,2.0,0.0,1.0,8.0,0.0,2.0,0.0
Miami-Dade2017,2.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,10.0
Monroe2017,6.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,7.0
Okeechobee2017,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
Palm Beach2017,2.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,4.0
Pasco2017,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Pinellas2017,8.0,0.0,7.0,0.0,4.0,27.0,0.0,0.0,8.0
Putnam2017,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0
Santa Rosa2017,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sarasota2017,1.0,0.0,5.0,1.0,17.0,27.0,0.0,0.0,3.0
Seminole2017,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0
St. Johns2017,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0
St. Lucie2017,2.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,3.0
Taylor2017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Volusia2017,14.0,1.0,7.0,1.0,3.0,39.0,0.0,0.0,13.0
TOTAL:2017,111.0,15.0,117.0,30.0,93.0,538.0,0.0,3.0,169.0
Bay2018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Brevard2018,15.0,5.0,46.0,20.0,4.0,117.0,0.0,0.0,27.0
Broward2018,6.0,2.0,0.0,4.0,4.0,21.0,0.0,0.0,5.0
Charlotte2018,6.0,1.0,1.0,0.0,22.0,40.0,0.0,0.0,10.0
Citrus2018,6.0,1.0,8.0,1.0,6.0,25.0,0.0,0.0,3.0
Clay2018,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Collier2018,2.0,1.0,4.0,5.0,31.0,68.0,0.0,0.0,25.0
Dixie2018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Duval2018,0.0,1.0,2.0,6.0,0.0,11.0,0.0,0.0,2.0
Escambia2018,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
Flagler2018,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Franklin2018,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0
Glades2018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Gulf2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hendry2018,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0
Hernando2018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hillsborough2018,8.0,1.0,8.0,4.0,5.0,34.0,0.0,0.0,8.0
Indian River2018,3.0,2.0,3.0,0.0,2.0,13.0,0.0,0.0,3.0
Lake2018,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Lee2018,17.0,1.0,10.0,4.0,79.0,182.0,0.0,1.0,70.0
Levy2018,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
Manatee2018,5.0,0.0,4.0,3.0,8.0,29.0,0.0,0.0,9.0
Martin2018,3.0,0.0,1.0,4.0,3.0,16.0,0.0,2.0,3.0
Miami-Dade2018,2.0,2.0,0.0,3.0,1.0,19.0,0.0,1.0,10.0
Monroe2018,8.0,0.0,2.0,2.0,1.0,26.0,0.0,0.0,13.0
Okaloosa2018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Okeechobee2018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Palm Beach2018,5.0,1.0,2.0,2.0,1.0,13.0,0.0,0.0,2.0
Pasco2018,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0
Pinellas2018,9.0,2.0,7.0,1.0,21.0,53.0,0.0,0.0,13.0
Putnam2018,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0
Sarasota2018,3.0,0.0,2.0,1.0,37.0,53.0,0.0,0.0,10.0
Seminole2018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
St. Johns2018,2.0,0.0,1.0,4.0,1.0,8.0,0.0,0.0,0.0
St. Lucie2018,2.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,4.0
Taylor2018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Volusia2018,11.0,0.0,7.0,5.0,3.0,37.0,0.0,0.0,11.0
Wakulla2018,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0
Walton2018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
TOTAL:2018,124.0,21.0,113.0,85.0,233.0,824.0,0.0,6.0,242.0
Bay2019,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0
Brevard2019,16.0,3.0,15.0,15.0,11.0,88.0,0.0,0.0,28.0
Broward2019,3.0,0.0,1.0,3.0,0.0,14.0,0.0,0.0,7.0
Charlotte2019,4.0,0.0,5.0,2.0,5.0,29.0,0.0,0.0,13.0
Citrus2019,7.0,1.0,5.0,1.0,6.0,26.0,0.0,0.0,6.0
Clay2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Collier2019,6.0,0.0,3.0,7.0,4.0,33.0,0.0,0.0,13.0
Dixie2019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Duval2019,4.0,0.0,1.0,4.0,0.0,11.0,0.0,0.0,2.0
Flagler2019,0.0,0.0,1.0,4.0,1.0,7.0,0.0,0.0,1.0
Glades2019,3.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0
Hernando2019,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hillsborough2019,7.0,0.0,6.0,2.0,2.0,23.0,0.0,0.0,6.0
Indian River2019,4.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0
Lake2019,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0
Lee2019,27.0,0.0,9.0,1.0,25.0,143.0,0.0,0.0,81.0
Levy2019,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
Manatee2019,5.0,0.0,2.0,1.0,7.0,17.0,0.0,0.0,2.0
Marion2019,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
Martin2019,2.0,0.0,1.0,2.0,1.0,9.0,0.0,0.0,3.0
Miami-Dade2019,6.0,0.0,0.0,0.0,3.0,15.0,0.0,1.0,5.0
Monroe2019,5.0,0.0,2.0,1.0,1.0,33.0,0.0,0.0,24.0
Nassau2019,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
Okeechobee2019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Palm Beach2019,5.0,1.0,0.0,3.0,3.0,16.0,0.0,0.0,4.0
Pasco2019,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
Pinellas2019,7.0,0.0,5.0,2.0,2.0,25.0,0.0,0.0,9.0
Putnam2019,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0
Sarasota2019,2.0,0.0,1.0,1.0,5.0,17.0,0.0,0.0,8.0
Seminole2019,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
St. Johns2019,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0
St. Lucie2019,1.0,0.0,1.0,4.0,1.0,11.0,0.0,0.0,4.0
Taylor2019,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Volusia2019,12.0,3.0,8.0,3.0,0.0,33.0,0.0,0.0,7.0
Wakulla2019,3.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
TOTAL:2019,137.0,9.0,71.0,64.0,79.0,607.0,0.0,5.0,242.0
Bay2020,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Brevard2020,14.0,9.0,35.0,17.0,15.0,173.0,57.0,0.0,26.0
Broward2020,2.0,0.0,1.0,1.0,4.0,20.0,7.0,0.0,5.0
Charlotte2020,2.0,0.0,1.0,0.0,1.0,17.0,10.0,0.0,3.0
Citrus2020,3.0,0.0,4.0,1.0,0.0,15.0,5.0,0.0,2.0
Clay2020,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Collier2020,1.0,0.0,5.0,1.0,1.0,14.0,4.0,0.0,2.0
Dixie2020,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Duval2020,0.0,1.0,1.0,2.0,0.0,9.0,3.0,1.0,1.0
Flagler2020,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0
Franklin2020,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0
Gilchrist2020,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Glades2020,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
Hendry2020,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
Hillsborough2020,9.0,0.0,4.0,0.0,1.0,21.0,5.0,0.0,2.0
Indian River2020,2.0,0.0,1.0,3.0,1.0,19.0,10.0,0.0,2.0
Lake2020,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0
Lee2020,7.0,1.0,18.0,2.0,14.0,68.0,18.0,0.0,8.0
Manatee2020,8.0,0.0,4.0,1.0,2.0,25.0,7.0,0.0,3.0
Marion2020,2.0,0.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0
Martin2020,4.0,0.0,3.0,4.0,0.0,23.0,8.0,3.0,1.0
Miami-Dade2020,2.0,1.0,3.0,2.0,3.0,25.0,9.0,1.0,4.0
Monroe2020,5.0,1.0,4.0,0.0,1.0,33.0,18.0,0.0,4.0
Nassau2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Okaloosa2020,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Okeechobee2020,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0
Palm Beach2020,6.0,0.0,2.0,2.0,0.0,17.0,4.0,0.0,3.0
Pasco2020,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
Pinellas2020,6.0,0.0,5.0,0.0,2.0,22.0,2.0,0.0,7.0
Putnam2020,1.0,0.0,2.0,1.0,0.0,11.0,4.0,0.0,3.0
Santa Rosa2020,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Sarasota2020,1.0,0.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0
Seminole2020,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
St. Johns2020,1.0,0.0,0.0,2.0,1.0,9.0,5.0,0.0,0.0
St. Lucie2020,3.0,0.0,0.0,4.0,1.0,15.0,3.0,3.0,1.0
Taylor2020,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Volusia2020,4.0,2.0,6.0,3.0,3.0,40.0,15.0,0.0,7.0
Wakulla2020,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
Walton2020,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
TOTAL:2020,90.0,16.0,114.0,49.0,53.0,637.0,213.0,11.0,91.0
